"Año","Semestre","Código Departamento","Código Municipio","Departamento","Municipio","Total"
"2023","1","5","5001","ANTIOQUIA","MEDELLÍN","127"
"2023","1","5","5002","ANTIOQUIA","ABEJORRAL","1"
"2023","1","5","5040","ANTIOQUIA","ANORÍ","1"
"2023","1","5","5045","ANTIOQUIA","APARTADÓ","4"
"2023","1","5","5051","ANTIOQUIA","ARBOLETES","2"
"2023","1","5","5088","ANTIOQUIA","BELLO","7"
"2023","1","5","5101","ANTIOQUIA","CIUDAD BOLÍVAR","1"
"2023","1","5","5129","ANTIOQUIA","CALDAS","2"
"2023","1","5","5147","ANTIOQUIA","CAREPA","1"
"2023","1","5","5154","ANTIOQUIA","CAUCASIA","3"
"2023","1","5","5197","ANTIOQUIA","COCORNÁ","1"
"2023","1","5","5212","ANTIOQUIA","COPACABANA","1"
"2023","1","5","5234","ANTIOQUIA","DABEIBA","1"
"2023","1","5","5237","ANTIOQUIA","DONMATÍAS","1"
"2023","1","5","5266","ANTIOQUIA","ENVIGADO","5"
"2023","1","5","5308","ANTIOQUIA","GIRARDOTA","2"
"2023","1","5","5310","ANTIOQUIA","GÓMEZ PLATA","1"
"2023","1","5","5318","ANTIOQUIA","GUARNE","1"
"2023","1","5","5360","ANTIOQUIA","ITAGÜÍ","10"
"2023","1","5","5361","ANTIOQUIA","ITUANGO","1"
"2023","1","5","5368","ANTIOQUIA","JERICÓ","1"
"2023","1","5","5440","ANTIOQUIA","MARINILLA","2"
"2023","1","5","5490","ANTIOQUIA","NECOCLÍ","1"
"2023","1","5","5579","ANTIOQUIA","PUERTO BERRÍO","2"
"2023","1","5","5615","ANTIOQUIA","RIONEGRO","10"
"2023","1","5","5631","ANTIOQUIA","SABANETA","1"
"2023","1","5","5665","ANTIOQUIA","SAN PEDRO DE URABÁ","2"
"2023","1","5","5690","ANTIOQUIA","SANTO DOMINGO","1"
"2023","1","5","5697","ANTIOQUIA","EL SANTUARIO","4"
"2023","1","5","5736","ANTIOQUIA","SEGOVIA","1"
"2023","1","5","5756","ANTIOQUIA","SONSÓN","1"
"2023","1","5","5837","ANTIOQUIA","TURBO","5"
"2023","1","5","5847","ANTIOQUIA","URRAO","1"
"2023","1","5","5854","ANTIOQUIA","VALDIVIA","1"
"2023","1","5","5887","ANTIOQUIA","YARUMAL","1"
"2023","1","5","5890","ANTIOQUIA","YOLOMBÓ","1"
"2023","1","5","5893","ANTIOQUIA","YONDÓ","1"
"2023","1","8","8001","ATLÁNTICO","BARRANQUILLA","180"
"2023","1","8","8137","ATLÁNTICO","CAMPO DE LA CRUZ","1"
"2023","1","8","8296","ATLÁNTICO","GALAPA","1"
"2023","1","8","8372","ATLÁNTICO","JUAN DE ACOSTA","1"
"2023","1","8","8433","ATLÁNTICO","MALAMBO","2"
"2023","1","8","8560","ATLÁNTICO","PONEDERA","1"
"2023","1","8","8606","ATLÁNTICO","REPELÓN","1"
"2023","1","8","8638","ATLÁNTICO","SABANALARGA","5"
"2023","1","8","8685","ATLÁNTICO","SANTO TOMÁS","1"
"2023","1","8","8758","ATLÁNTICO","SOLEDAD","12"
"2023","1","8","8832","ATLÁNTICO","TUBARÁ","1"
"2023","1","11","11001","BOGOTÁ, D. C.","BOGOTÁ, D.C.","21551"
"2023","1","13","13001","BOLÍVAR","CARTAGENA DE INDIAS","135"
"2023","1","13","13006","BOLÍVAR","ACHÍ","1"
"2023","1","13","13052","BOLÍVAR","ARJONA","6"
"2023","1","13","13074","BOLÍVAR","BARRANCO DE LOBA","1"
"2023","1","13","13188","BOLÍVAR","CICUCO","1"
"2023","1","13","13244","BOLÍVAR","EL CARMEN DE BOLÍVAR","2"
"2023","1","13","13430","BOLÍVAR","MAGANGUÉ","9"
"2023","1","13","13440","BOLÍVAR","MARGARITA","1"
"2023","1","13","13468","BOLÍVAR","MOMPÓS","7"
"2023","1","13","13549","BOLÍVAR","PINILLOS","1"
"2023","1","13","13580","BOLÍVAR","REGIDOR","1"
"2023","1","13","13647","BOLÍVAR","SAN ESTANISLAO","1"
"2023","1","13","13654","BOLÍVAR","SAN JACINTO","4"
"2023","1","13","13657","BOLÍVAR","SAN JUAN NEPOMUCENO","3"
"2023","1","13","13667","BOLÍVAR","SAN MARTÍN DE LOBA","4"
"2023","1","13","13670","BOLÍVAR","SAN PABLO","6"
"2023","1","13","13673","BOLÍVAR","SANTA CATALINA","1"
"2023","1","13","13688","BOLÍVAR","SANTA ROSA DEL SUR","34"
"2023","1","13","13744","BOLÍVAR","SIMITÍ","4"
"2023","1","13","13780","BOLÍVAR","TALAIGUA NUEVO","1"
"2023","1","13","13836","BOLÍVAR","TURBACO","2"
"2023","1","13","13838","BOLÍVAR","TURBANÁ","1"
"2023","1","13","13873","BOLÍVAR","VILLANUEVA","1"
"2023","1","15","15001","BOYACÁ","TUNJA","487"
"2023","1","15","15047","BOYACÁ","AQUITANIA","14"
"2023","1","15","15051","BOYACÁ","ARCABUCO","2"
"2023","1","15","15087","BOYACÁ","BELÉN","6"
"2023","1","15","15092","BOYACÁ","BETÉITIVA","1"
"2023","1","15","15097","BOYACÁ","BOAVITA","10"
"2023","1","15","15104","BOYACÁ","BOYACÁ","5"
"2023","1","15","15109","BOYACÁ","BUENAVISTA","6"
"2023","1","15","15131","BOYACÁ","CALDAS","2"
"2023","1","15","15135","BOYACÁ","CAMPOHERMOSO","1"
"2023","1","15","15162","BOYACÁ","CERINZA","1"
"2023","1","15","15172","BOYACÁ","CHINAVITA","4"
"2023","1","15","15176","BOYACÁ","CHIQUINQUIRÁ","163"
"2023","1","15","15180","BOYACÁ","CHISCAS","4"
"2023","1","15","15183","BOYACÁ","CHITA","4"
"2023","1","15","15185","BOYACÁ","CHITARAQUE","3"
"2023","1","15","15187","BOYACÁ","CHIVATÁ","2"
"2023","1","15","15189","BOYACÁ","CIÉNEGA","3"
"2023","1","15","15204","BOYACÁ","CÓMBITA","1"
"2023","1","15","15212","BOYACÁ","COPER","3"
"2023","1","15","15215","BOYACÁ","CORRALES","6"
"2023","1","15","15218","BOYACÁ","COVARACHÍA","3"
"2023","1","15","15223","BOYACÁ","CUBARÁ","4"
"2023","1","15","15224","BOYACÁ","CUCAITA","2"
"2023","1","15","15226","BOYACÁ","CUÍTIVA","1"
"2023","1","15","15238","BOYACÁ","DUITAMA","477"
"2023","1","15","15244","BOYACÁ","EL COCUY","6"
"2023","1","15","15248","BOYACÁ","EL ESPINO","3"
"2023","1","15","15276","BOYACÁ","FLORESTA","4"
"2023","1","15","15296","BOYACÁ","GÁMEZA","1"
"2023","1","15","15299","BOYACÁ","GARAGOA","50"
"2023","1","15","15322","BOYACÁ","GUATEQUE","30"
"2023","1","15","15325","BOYACÁ","GUAYATÁ","2"
"2023","1","15","15332","BOYACÁ","GÜICÁN DE LA SIERRA","6"
"2023","1","15","15367","BOYACÁ","JENESANO","1"
"2023","1","15","15368","BOYACÁ","JERICÓ","2"
"2023","1","15","15377","BOYACÁ","LABRANZAGRANDE","4"
"2023","1","15","15380","BOYACÁ","LA CAPILLA","2"
"2023","1","15","15401","BOYACÁ","LA VICTORIA","1"
"2023","1","15","15403","BOYACÁ","LA UVITA","5"
"2023","1","15","15407","BOYACÁ","VILLA DE LEYVA","14"
"2023","1","15","15425","BOYACÁ","MACANAL","1"
"2023","1","15","15442","BOYACÁ","MARIPÍ","6"
"2023","1","15","15455","BOYACÁ","MIRAFLORES","17"
"2023","1","15","15464","BOYACÁ","MONGUA","3"
"2023","1","15","15466","BOYACÁ","MONGUÍ","4"
"2023","1","15","15469","BOYACÁ","MONIQUIRÁ","24"
"2023","1","15","15476","BOYACÁ","MOTAVITA","1"
"2023","1","15","15480","BOYACÁ","MUZO","9"
"2023","1","15","15491","BOYACÁ","NOBSA","6"
"2023","1","15","15494","BOYACÁ","NUEVO COLÓN","3"
"2023","1","15","15500","BOYACÁ","OICATÁ","1"
"2023","1","15","15507","BOYACÁ","OTANCHE","10"
"2023","1","15","15511","BOYACÁ","PACHAVITA","1"
"2023","1","15","15514","BOYACÁ","PÁEZ","3"
"2023","1","15","15516","BOYACÁ","PAIPA","60"
"2023","1","15","15518","BOYACÁ","PAJARITO","2"
"2023","1","15","15531","BOYACÁ","PAUNA","7"
"2023","1","15","15537","BOYACÁ","PAZ DE RÍO","10"
"2023","1","15","15542","BOYACÁ","PESCA","1"
"2023","1","15","15572","BOYACÁ","PUERTO BOYACÁ","6"
"2023","1","15","15580","BOYACÁ","QUÍPAMA","1"
"2023","1","15","15599","BOYACÁ","RAMIRIQUÍ","16"
"2023","1","15","15600","BOYACÁ","RÁQUIRA","2"
"2023","1","15","15621","BOYACÁ","RONDÓN","1"
"2023","1","15","15632","BOYACÁ","SABOYÁ","3"
"2023","1","15","15638","BOYACÁ","SÁCHICA","2"
"2023","1","15","15646","BOYACÁ","SAMACÁ","12"
"2023","1","15","15660","BOYACÁ","SAN EDUARDO","1"
"2023","1","15","15664","BOYACÁ","SAN JOSÉ DE PARE","5"
"2023","1","15","15667","BOYACÁ","SAN LUIS DE GACENO","4"
"2023","1","15","15673","BOYACÁ","SAN MATEO","8"
"2023","1","15","15681","BOYACÁ","SAN PABLO DE BORBUR","2"
"2023","1","15","15690","BOYACÁ","SANTA MARÍA","3"
"2023","1","15","15693","BOYACÁ","SANTA ROSA DE VITERBO","18"
"2023","1","15","15723","BOYACÁ","SATIVASUR","1"
"2023","1","15","15740","BOYACÁ","SIACHOQUE","2"
"2023","1","15","15753","BOYACÁ","SOATÁ","24"
"2023","1","15","15755","BOYACÁ","SOCOTÁ","7"
"2023","1","15","15757","BOYACÁ","SOCHA","8"
"2023","1","15","15759","BOYACÁ","SOGAMOSO","449"
"2023","1","15","15761","BOYACÁ","SOMONDOCO","4"
"2023","1","15","15763","BOYACÁ","SOTAQUIRÁ","1"
"2023","1","15","15774","BOYACÁ","SUSACÓN","2"
"2023","1","15","15776","BOYACÁ","SUTAMARCHÁN","1"
"2023","1","15","15790","BOYACÁ","TASCO","2"
"2023","1","15","15798","BOYACÁ","TENZA","5"
"2023","1","15","15804","BOYACÁ","TIBANÁ","13"
"2023","1","15","15806","BOYACÁ","TIBASOSA","1"
"2023","1","15","15808","BOYACÁ","TINJACÁ","2"
"2023","1","15","15810","BOYACÁ","TIPACOQUE","4"
"2023","1","15","15814","BOYACÁ","TOCA","9"
"2023","1","15","15816","BOYACÁ","TOGÜÍ","2"
"2023","1","15","15832","BOYACÁ","TUNUNGUÁ","3"
"2023","1","15","15835","BOYACÁ","TURMEQUÉ","13"
"2023","1","15","15837","BOYACÁ","TUTA","3"
"2023","1","15","15842","BOYACÁ","ÚMBITA","11"
"2023","1","15","15861","BOYACÁ","VENTAQUEMADA","2"
"2023","1","15","15897","BOYACÁ","ZETAQUIRA","2"
"2023","1","17","17001","CALDAS","MANIZALES","109"
"2023","1","17","17013","CALDAS","AGUADAS","1"
"2023","1","17","17042","CALDAS","ANSERMA","2"
"2023","1","17","17050","CALDAS","ARANZAZU","1"
"2023","1","17","17088","CALDAS","BELALCÁZAR","1"
"2023","1","17","17174","CALDAS","CHINCHINÁ","2"
"2023","1","17","17380","CALDAS","LA DORADA","29"
"2023","1","17","17433","CALDAS","MANZANARES","3"
"2023","1","17","17444","CALDAS","MARQUETALIA","2"
"2023","1","17","17495","CALDAS","NORCASIA","1"
"2023","1","17","17524","CALDAS","PALESTINA","2"
"2023","1","17","17541","CALDAS","PENSILVANIA","8"
"2023","1","17","17614","CALDAS","RIOSUCIO","5"
"2023","1","17","17653","CALDAS","SALAMINA","1"
"2023","1","17","17662","CALDAS","SAMANÁ","4"
"2023","1","18","18001","CAQUETÁ","FLORENCIA","103"
"2023","1","18","18029","CAQUETÁ","ALBANIA","1"
"2023","1","18","18094","CAQUETÁ","BELÉN DE LOS ANDAQUÍES","2"
"2023","1","18","18150","CAQUETÁ","CARTAGENA DEL CHAIRÁ","3"
"2023","1","18","18205","CAQUETÁ","CURILLO","2"
"2023","1","18","18247","CAQUETÁ","EL DONCELLO","5"
"2023","1","18","18256","CAQUETÁ","EL PAUJÍL","4"
"2023","1","18","18410","CAQUETÁ","LA MONTAÑITA","1"
"2023","1","18","18479","CAQUETÁ","MORELIA","1"
"2023","1","18","18592","CAQUETÁ","PUERTO RICO","5"
"2023","1","18","18610","CAQUETÁ","SAN JOSÉ DEL FRAGUA","1"
"2023","1","18","18753","CAQUETÁ","SAN VICENTE DEL CAGUÁN","5"
"2023","1","18","18756","CAQUETÁ","SOLANO","4"
"2023","1","19","19001","CAUCA","POPAYÁN","101"
"2023","1","19","19050","CAUCA","ARGELIA","1"
"2023","1","19","19075","CAUCA","BALBOA","3"
"2023","1","19","19100","CAUCA","BOLÍVAR","4"
"2023","1","19","19110","CAUCA","BUENOS AIRES","1"
"2023","1","19","19130","CAUCA","CAJIBÍO","2"
"2023","1","19","19137","CAUCA","CALDONO","3"
"2023","1","19","19142","CAUCA","CALOTO","1"
"2023","1","19","19212","CAUCA","CORINTO","3"
"2023","1","19","19318","CAUCA","GUAPÍ","4"
"2023","1","19","19355","CAUCA","INZÁ","6"
"2023","1","19","19397","CAUCA","LA VEGA","2"
"2023","1","19","19455","CAUCA","MIRANDA","1"
"2023","1","19","19517","CAUCA","PÁEZ","7"
"2023","1","19","19532","CAUCA","PATÍA","21"
"2023","1","19","19548","CAUCA","PIENDAMÓ","1"
"2023","1","19","19573","CAUCA","PUERTO TEJADA","1"
"2023","1","19","19693","CAUCA","SAN SEBASTIÁN","2"
"2023","1","19","19698","CAUCA","SANTANDER DE QUILICHAO","8"
"2023","1","19","19743","CAUCA","SILVIA","9"
"2023","1","19","19760","CAUCA","SOTARA","3"
"2023","1","19","19807","CAUCA","TIMBÍO","1"
"2023","1","19","19821","CAUCA","TORIBÍO","1"
"2023","1","20","20001","CESAR","VALLEDUPAR","124"
"2023","1","20","20011","CESAR","AGUACHICA","19"
"2023","1","20","20013","CESAR","AGUSTÍN CODAZZI","9"
"2023","1","20","20032","CESAR","ASTREA","2"
"2023","1","20","20060","CESAR","BOSCONIA","2"
"2023","1","20","20175","CESAR","CHIMICHAGUA","24"
"2023","1","20","20178","CESAR","CHIRIGUANÁ","1"
"2023","1","20","20228","CESAR","CURUMANÍ","2"
"2023","1","20","20238","CESAR","EL COPEY","2"
"2023","1","20","20295","CESAR","GAMARRA","3"
"2023","1","20","20400","CESAR","LA JAGUA DE IBIRICO","1"
"2023","1","20","20443","CESAR","MANAURE BALCÓN DEL CESAR","1"
"2023","1","20","20550","CESAR","PELAYA","4"
"2023","1","20","20570","CESAR","PUEBLO BELLO","6"
"2023","1","20","20614","CESAR","RÍO DE ORO","3"
"2023","1","20","20621","CESAR","LA PAZ","2"
"2023","1","20","20710","CESAR","SAN ALBERTO","5"
"2023","1","20","20750","CESAR","SAN DIEGO","1"
"2023","1","20","20787","CESAR","TAMALAMEQUE","1"
"2023","1","23","23001","CÓRDOBA","MONTERÍA","61"
"2023","1","23","23068","CÓRDOBA","AYAPEL","2"
"2023","1","23","23090","CÓRDOBA","CANALETE","1"
"2023","1","23","23162","CÓRDOBA","CERETÉ","6"
"2023","1","23","23189","CÓRDOBA","CIÉNAGA DE ORO","3"
"2023","1","23","23417","CÓRDOBA","LORICA","27"
"2023","1","23","23419","CÓRDOBA","LOS CÓRDOBAS","1"
"2023","1","23","23466","CÓRDOBA","MONTELÍBANO","5"
"2023","1","23","23500","CÓRDOBA","MOÑITOS","2"
"2023","1","23","23555","CÓRDOBA","PLANETA RICA","9"
"2023","1","23","23570","CÓRDOBA","PUEBLO NUEVO","1"
"2023","1","23","23574","CÓRDOBA","PUERTO ESCONDIDO","1"
"2023","1","23","23580","CÓRDOBA","PUERTO LIBERTADOR","1"
"2023","1","23","23586","CÓRDOBA","PURÍSIMA DE LA CONCEPCIÓN","1"
"2023","1","23","23660","CÓRDOBA","SAHAGÚN","12"
"2023","1","23","23670","CÓRDOBA","SAN ANDRÉS DE SOTAVENTO","4"
"2023","1","23","23675","CÓRDOBA","SAN BERNARDO DEL VIENTO","3"
"2023","1","23","23678","CÓRDOBA","SAN CARLOS","2"
"2023","1","23","23686","CÓRDOBA","SAN PELAYO","1"
"2023","1","23","23807","CÓRDOBA","TIERRALTA","10"
"2023","1","25","25001","CUNDINAMARCA","AGUA DE DIOS","3"
"2023","1","25","25019","CUNDINAMARCA","ALBÁN","1"
"2023","1","25","25035","CUNDINAMARCA","ANAPOIMA","2"
"2023","1","25","25040","CUNDINAMARCA","ANOLAIMA","14"
"2023","1","25","25053","CUNDINAMARCA","ARBELÁEZ","13"
"2023","1","25","25099","CUNDINAMARCA","BOJACÁ","10"
"2023","1","25","25120","CUNDINAMARCA","CABRERA","3"
"2023","1","25","25123","CUNDINAMARCA","CACHIPAY","3"
"2023","1","25","25126","CUNDINAMARCA","CAJICÁ","26"
"2023","1","25","25148","CUNDINAMARCA","CAPARRAPÍ","3"
"2023","1","25","25151","CUNDINAMARCA","CÁQUEZA","34"
"2023","1","25","25154","CUNDINAMARCA","CARMEN DE CARUPA","2"
"2023","1","25","25175","CUNDINAMARCA","CHÍA","148"
"2023","1","25","25178","CUNDINAMARCA","CHIPAQUE","7"
"2023","1","25","25181","CUNDINAMARCA","CHOACHÍ","22"
"2023","1","25","25183","CUNDINAMARCA","CHOCONTÁ","26"
"2023","1","25","25200","CUNDINAMARCA","COGUA","1"
"2023","1","25","25214","CUNDINAMARCA","COTA","20"
"2023","1","25","25224","CUNDINAMARCA","CUCUNUBÁ","2"
"2023","1","25","25245","CUNDINAMARCA","EL COLEGIO","24"
"2023","1","25","25260","CUNDINAMARCA","EL ROSAL","6"
"2023","1","25","25269","CUNDINAMARCA","FACATATIVÁ","189"
"2023","1","25","25279","CUNDINAMARCA","FÓMEQUE","8"
"2023","1","25","25281","CUNDINAMARCA","FOSCA","4"
"2023","1","25","25286","CUNDINAMARCA","FUNZA","52"
"2023","1","25","25288","CUNDINAMARCA","FÚQUENE","2"
"2023","1","25","25290","CUNDINAMARCA","FUSAGASUGÁ","146"
"2023","1","25","25293","CUNDINAMARCA","GACHALÁ","6"
"2023","1","25","25295","CUNDINAMARCA","GACHANCIPÁ","4"
"2023","1","25","25297","CUNDINAMARCA","GACHETÁ","20"
"2023","1","25","25299","CUNDINAMARCA","GAMA","3"
"2023","1","25","25307","CUNDINAMARCA","GIRARDOT","81"
"2023","1","25","25312","CUNDINAMARCA","GRANADA","4"
"2023","1","25","25317","CUNDINAMARCA","GUACHETÁ","11"
"2023","1","25","25320","CUNDINAMARCA","GUADUAS","20"
"2023","1","25","25322","CUNDINAMARCA","GUASCA","8"
"2023","1","25","25326","CUNDINAMARCA","GUATAVITA","9"
"2023","1","25","25339","CUNDINAMARCA","GUTIÉRREZ","2"
"2023","1","25","25377","CUNDINAMARCA","LA CALERA","17"
"2023","1","25","25386","CUNDINAMARCA","LA MESA","43"
"2023","1","25","25394","CUNDINAMARCA","LA PALMA","13"
"2023","1","25","25402","CUNDINAMARCA","LA VEGA","7"
"2023","1","25","25407","CUNDINAMARCA","LENGUAZAQUE","5"
"2023","1","25","25426","CUNDINAMARCA","MACHETÁ","3"
"2023","1","25","25430","CUNDINAMARCA","MADRID","47"
"2023","1","25","25436","CUNDINAMARCA","MANTA","1"
"2023","1","25","25438","CUNDINAMARCA","MEDINA","3"
"2023","1","25","25473","CUNDINAMARCA","MOSQUERA","18"
"2023","1","25","25483","CUNDINAMARCA","NARIÑO","1"
"2023","1","25","25486","CUNDINAMARCA","NEMOCÓN","9"
"2023","1","25","25488","CUNDINAMARCA","NILO","1"
"2023","1","25","25489","CUNDINAMARCA","NIMAIMA","2"
"2023","1","25","25491","CUNDINAMARCA","NOCAIMA","3"
"2023","1","25","25506","CUNDINAMARCA","VENECIA","1"
"2023","1","25","25513","CUNDINAMARCA","PACHO","27"
"2023","1","25","25518","CUNDINAMARCA","PAIME","1"
"2023","1","25","25524","CUNDINAMARCA","PANDI","2"
"2023","1","25","25530","CUNDINAMARCA","PARATEBUENO","1"
"2023","1","25","25535","CUNDINAMARCA","PASCA","6"
"2023","1","25","25572","CUNDINAMARCA","PUERTO SALGAR","3"
"2023","1","25","25592","CUNDINAMARCA","QUEBRADANEGRA","1"
"2023","1","25","25594","CUNDINAMARCA","QUETAME","2"
"2023","1","25","25596","CUNDINAMARCA","QUIPILE","5"
"2023","1","25","25599","CUNDINAMARCA","APULO","1"
"2023","1","25","25612","CUNDINAMARCA","RICAURTE","9"
"2023","1","25","25645","CUNDINAMARCA","SAN ANTONIO DEL TEQUENDAMA","5"
"2023","1","25","25649","CUNDINAMARCA","SAN BERNARDO","12"
"2023","1","25","25653","CUNDINAMARCA","SAN CAYETANO","2"
"2023","1","25","25658","CUNDINAMARCA","SAN FRANCISCO","3"
"2023","1","25","25662","CUNDINAMARCA","SAN JUAN DE RIOSECO","3"
"2023","1","25","25718","CUNDINAMARCA","SASAIMA","4"
"2023","1","25","25736","CUNDINAMARCA","SESQUILÉ","11"
"2023","1","25","25740","CUNDINAMARCA","SIBATÉ","19"
"2023","1","25","25743","CUNDINAMARCA","SILVANIA","3"
"2023","1","25","25745","CUNDINAMARCA","SIMIJACA","27"
"2023","1","25","25754","CUNDINAMARCA","SOACHA","137"
"2023","1","25","25758","CUNDINAMARCA","SOPÓ","20"
"2023","1","25","25769","CUNDINAMARCA","SUBACHOQUE","10"
"2023","1","25","25772","CUNDINAMARCA","SUESCA","1"
"2023","1","25","25777","CUNDINAMARCA","SUPATÁ","3"
"2023","1","25","25779","CUNDINAMARCA","SUSA","8"
"2023","1","25","25781","CUNDINAMARCA","SUTATAUSA","4"
"2023","1","25","25785","CUNDINAMARCA","TABIO","27"
"2023","1","25","25793","CUNDINAMARCA","TAUSA","3"
"2023","1","25","25797","CUNDINAMARCA","TENA","4"
"2023","1","25","25799","CUNDINAMARCA","TENJO","30"
"2023","1","25","25815","CUNDINAMARCA","TOCAIMA","4"
"2023","1","25","25817","CUNDINAMARCA","TOCANCIPÁ","4"
"2023","1","25","25839","CUNDINAMARCA","UBALÁ","4"
"2023","1","25","25843","CUNDINAMARCA","VILLA DE SAN DIEGO DE UBATÉ","84"
"2023","1","25","25845","CUNDINAMARCA","UNE","13"
"2023","1","25","25862","CUNDINAMARCA","VERGARA","5"
"2023","1","25","25867","CUNDINAMARCA","VIANÍ","2"
"2023","1","25","25871","CUNDINAMARCA","VILLAGÓMEZ","2"
"2023","1","25","25873","CUNDINAMARCA","VILLAPINZÓN","17"
"2023","1","25","25875","CUNDINAMARCA","VILLETA","19"
"2023","1","25","25878","CUNDINAMARCA","VIOTÁ","6"
"2023","1","25","25885","CUNDINAMARCA","YACOPÍ","4"
"2023","1","25","25898","CUNDINAMARCA","ZIPACÓN","3"
"2023","1","25","25899","CUNDINAMARCA","ZIPAQUIRÁ","245"
"2023","1","27","27001","CHOCÓ","QUIBDÓ","10"
"2023","1","27","27075","CHOCÓ","BAHÍA SOLANO","1"
"2023","1","27","27077","CHOCÓ","BAJO BAUDÓ","1"
"2023","1","27","27205","CHOCÓ","CONDOTO","1"
"2023","1","27","27361","CHOCÓ","ISTMINA","3"
"2023","1","27","27372","CHOCÓ","JURADÓ","1"
"2023","1","27","27413","CHOCÓ","LLORÓ","1"
"2023","1","27","27615","CHOCÓ","RIOSUCIO","3"
"2023","1","27","27660","CHOCÓ","SAN JOSÉ DEL PALMAR","1"
"2023","1","27","27745","CHOCÓ","SIPÍ","1"
"2023","1","27","27800","CHOCÓ","UNGUÍA","1"
"2023","1","41","41001","HUILA","NEIVA","277"
"2023","1","41","41006","HUILA","ACEVEDO","4"
"2023","1","41","41013","HUILA","AGRADO","2"
"2023","1","41","41016","HUILA","AIPE","2"
"2023","1","41","41020","HUILA","ALGECIRAS","8"
"2023","1","41","41026","HUILA","ALTAMIRA","1"
"2023","1","41","41078","HUILA","BARAYA","1"
"2023","1","41","41132","HUILA","CAMPOALEGRE","6"
"2023","1","41","41206","HUILA","COLOMBIA","3"
"2023","1","41","41244","HUILA","ELÍAS","2"
"2023","1","41","41298","HUILA","GARZÓN","54"
"2023","1","41","41306","HUILA","GIGANTE","7"
"2023","1","41","41319","HUILA","GUADALUPE","2"
"2023","1","41","41349","HUILA","HOBO","1"
"2023","1","41","41357","HUILA","ÍQUIRA","1"
"2023","1","41","41359","HUILA","ISNOS","8"
"2023","1","41","41378","HUILA","LA ARGENTINA","6"
"2023","1","41","41396","HUILA","LA PLATA","22"
"2023","1","41","41503","HUILA","OPORAPA","9"
"2023","1","41","41518","HUILA","PAICOL","1"
"2023","1","41","41524","HUILA","PALERMO","1"
"2023","1","41","41530","HUILA","PALESTINA","1"
"2023","1","41","41548","HUILA","PITAL","2"
"2023","1","41","41551","HUILA","PITALITO","65"
"2023","1","41","41615","HUILA","RIVERA","5"
"2023","1","41","41660","HUILA","SALADOBLANCO","4"
"2023","1","41","41668","HUILA","SAN AGUSTÍN","9"
"2023","1","41","41770","HUILA","SUAZA","2"
"2023","1","41","41791","HUILA","TARQUI","3"
"2023","1","41","41797","HUILA","TESALIA","2"
"2023","1","41","41799","HUILA","TELLO","2"
"2023","1","41","41801","HUILA","TERUEL","3"
"2023","1","41","41807","HUILA","TIMANÁ","4"
"2023","1","41","41885","HUILA","YAGUARÁ","3"
"2023","1","44","44001","LA GUAJIRA","RIOHACHA","23"
"2023","1","44","44078","LA GUAJIRA","BARRANCAS","2"
"2023","1","44","44279","LA GUAJIRA","FONSECA","2"
"2023","1","44","44378","LA GUAJIRA","HATONUEVO","1"
"2023","1","44","44430","LA GUAJIRA","MAICAO","35"
"2023","1","44","44560","LA GUAJIRA","MANAURE","1"
"2023","1","44","44650","LA GUAJIRA","SAN JUAN DEL CESAR","7"
"2023","1","44","44855","LA GUAJIRA","URUMITA","2"
"2023","1","44","44874","LA GUAJIRA","VILLANUEVA","4"
"2023","1","47","47001","MAGDALENA","SANTA MARTA","51"
"2023","1","47","47053","MAGDALENA","ARACATACA","2"
"2023","1","47","47189","MAGDALENA","CIÉNAGA","2"
"2023","1","47","47245","MAGDALENA","EL BANCO","20"
"2023","1","47","47288","MAGDALENA","FUNDACIÓN","2"
"2023","1","47","47318","MAGDALENA","GUAMAL","1"
"2023","1","47","47551","MAGDALENA","PIVIJAY","1"
"2023","1","47","47555","MAGDALENA","PLATO","3"
"2023","1","47","47570","MAGDALENA","PUEBLOVIEJO","1"
"2023","1","47","47745","MAGDALENA","SITIONUEVO","1"
"2023","1","47","47980","MAGDALENA","ZONA BANANERA","1"
"2023","1","50","50001","META","VILLAVICENCIO","363"
"2023","1","50","50006","META","ACACÍAS","19"
"2023","1","50","50150","META","CASTILLA LA NUEVA","1"
"2023","1","50","50226","META","CUMARAL","4"
"2023","1","50","50251","META","EL CASTILLO","2"
"2023","1","50","50287","META","FUENTE DE ORO","1"
"2023","1","50","50313","META","GRANADA","26"
"2023","1","50","50318","META","GUAMAL","2"
"2023","1","50","50330","META","MESETAS","4"
"2023","1","50","50350","META","LA MACARENA","4"
"2023","1","50","50370","META","URIBE","2"
"2023","1","50","50400","META","LEJANÍAS","5"
"2023","1","50","50568","META","PUERTO GAITÁN","1"
"2023","1","50","50573","META","PUERTO LÓPEZ","7"
"2023","1","50","50577","META","PUERTO LLERAS","2"
"2023","1","50","50590","META","PUERTO RICO","3"
"2023","1","50","50606","META","RESTREPO","1"
"2023","1","50","50683","META","SAN JUAN DE ARAMA","2"
"2023","1","50","50686","META","SAN JUANITO","1"
"2023","1","50","50689","META","SAN MARTÍN","3"
"2023","1","50","50711","META","VISTAHERMOSA","1"
"2023","1","52","52001","NARIÑO","PASTO","326"
"2023","1","52","52022","NARIÑO","ALDANA","19"
"2023","1","52","52036","NARIÑO","ANCUYÁ","6"
"2023","1","52","52051","NARIÑO","ARBOLEDA","1"
